PaperId,Essential,Worthwhile,Unimportant,Unwise,ZeroRating,NotShown,PosRatings,NegRatings,TotalRatings,Venue,Year,TotalPages,IndTrack,AcadVsInd,Title,Authors,Summary
286,2,1,2,0,0,145,3,2,5,RE,2014,10,No,Academic,Hidden in plain sight: Automatically identifying security requirements from natural language artifacts,"Riaz, M.; King, J.; Slankas, J.; Williams, L.",A solution for automatically identifying security-relevant sentences in natural language requirements and translating them into functional security requirements in order to strengthen the overall security of the system.
287,0,1,2,2,1,144,1,4,5,RE,2014,10,No,Academic,Language Extended Lexicon points: Estimating the size of an application using its language,"Antonelli, L.; Rossi, G.; Sampaio do Prado Leite, J.C.; Oliveros, A.","A method for estimating the size of an application previous to its requirements specification by using the application language itself, captured by a lexicon in order to get estimations earlier."
290,1,2,2,0,1,144,3,2,5,RE,2014,10,No,Academic,Therapist-centered requirements: A multi-method approach of requirement gathering to support rehabilitation gaming,"Putnam, C.; Jinghui Cheng",A case study on the requirement elicitation for a recommender system that supports therapists in selecting motion-based video games to treat patients with brain injuries.
297,4,1,0,0,0,145,5,0,5,RE,2014,10,Yes,Mixed,Lightweight requirements engineering assessments in software projects,"Rapp, D.; Hess, A.; Seyff, N.; Sporri, P.; Fuchs, E.; Glinz, M.",A method for assessing the quality of RE processes and artifacts in a company in order to identify issues and potential improvements
298,0,2,2,1,0,145,2,3,5,RE,2014,10,Yes,Academic,Modelling sustainability in a procurement system: An experience report,"Bomfim, C.; Nunes, W.; Duboc, L.; Schots, M.",An experience report on using goal modelling to incorporate sustainability into the procurement system of a large multinational energy company in order to evaluate the suitability of the technique for such a purpose
302,2,3,0,0,0,145,5,0,5,RE,2014,10,No,Mixed,RISDM: A requirements inspection systems design methodology: Perspective-based design of the pragmatic quality model and question set to SRS,"Saito, S.; Takeuchi, M.; Yamada, S.; Aoyama, M.",A data-driven study on the use of a requirements inspection methodology in more than 140 projects in order to discover correlations between requirements specification quality and project costs or product quality.
304,2,2,1,0,0,145,4,1,5,RE,2014,10,No,Academic,"Non-functional requirements as qualities, with a spice of ontology","Feng-Lin Li; Horkoff, J.; Mylopoulos, J.; Guizzardi, R.S.S.; Guizzardi, G.; Borgida, A.; Lin Liu","A modeling language for defining non-functional requirements (NFRs) based on the fulfillment of other requirements in order to specify unambiguous, de-idealized, and measurable NFRs."
310,0,4,1,0,0,145,4,1,5,RE,2014,8,Yes,Mixed,The DODT tool applied to sub-sea software,"Stalhane, T.; Wien, T.",A case study on the use of a tool for specifying requirements based on two types of knowledge-reuse artifacts in order to evaluate the effects on requirements ambiguity and inconsistency.
317,1,1,2,1,1,144,2,3,5,ESEM,2014,10,No,Mixed,Improving requirements glossary construction via clustering: approach and industrial case studies,"Arora, Chetan and Sabetzadeh, Mehrdad and Briand, Lionel and Zimmer, Frank",A case study for validating a technique for clustering keywords extracted from natural-language requirements in order to support the automatic construction of project glossaries
336,1,4,0,0,0,145,5,0,5,REFSQ,2015,15,No,Academic,Modeling and Reasoning About Information Quality Requirements,"Gharib, M.; Giorgini, P.",A method for modeling and reasoning about information quality at requirements level in order to avoid low-quality information for critical systems.
338,2,1,2,0,1,144,3,2,5,REFSQ,2015,15,No,Academic,Detecting and Correcting Outdated Requirements in Function-Centered Engineering of Embedded Systems,"Daun, M.; Weyer, T.; Pohl, K.",A method for consolidating behavioral requirements and functional design in order to avoid behavioral requirements of the system become outdated.
343,2,0,3,0,0,145,2,3,5,RE,2015,10,No,Academic,"Feature lifecycles as they spread, migrate, remain, and die in App Stores","Sarro, F.; Al-Subaihin, A.A.; Harman, M.; Yue Jia; Martin, W.; Yuanyuan Zhang",A method for analyzing feature life cycles in app stores in order to help app developers identify trends and find undiscovered requirements.
357,1,3,1,0,0,145,4,1,5,RE,2015,10,Yes,Mixed,Using the requirements specification to infer the implicit test status of requirements,"Morciniec, T.; Podelski, A.",A method for inferring the test status of requirements based on the test status of structurally related requirements in order to better assess the quality of the system.
359,2,2,1,0,0,145,4,1,5,RE,2015,10,Yes,Mixed,Experience requirements in video games definition and testability,"Callele, D.; Dueck, P.; Wnuk, K.; Hynninen, P.","An experience report on challenges in creating testable experience requirement for entertainment applications (e.g., games)."
361,1,2,1,1,0,145,3,2,5,RE,2015,10,No,Mixed,Change impact analysis for Natural Language requirements: An NLP approach,"Arora, C.; Sabetzadeh, M.; Goknil, A.; Briand, L.C.; Zimmer, F.",A solution for calculating how likely a natural-language requirement statement is to be impacted by a change in order to automatically analyze how a change to one requirement impacts other ones.
366,1,2,2,0,1,144,3,2,5,RE,2015,10,No,Academic,Sketching and notation creation with FlexiSketch Team: Evaluating a new means for collaborative requirements elicitation,"Wuest, D.; Seyff, N.; Glinz, M.",An experiment with students and practitioners on the use of a mobile tool for model-based sketching of free-form diagrams allowing for the definition and reuse of diagramming notations on the fly in order to assess the usefulness of the tool.
367,0,3,1,1,0,145,3,2,5,RE,2015,10,No,Academic,An information theoretic approach for extracting and tracing non-functional requirements,"Mahmoud, A.",A solution for automatically extracting and tracking non-functional requirements from the textual content of requirements specifications.
368,0,2,2,1,0,145,2,3,5,RE,2015,9,Yes,Industry,Requirements problems in the development of a new user interface for healthcare equipment,"Holmegaard, M.; Jorgensen, J.B.; Loft, M.S.; Stissing, M.S.",An experience report on a failed project in which the customer eventually decided to take over the development themselves in order to investigate requirements-related root causes for such decision.
372,2,2,1,0,1,144,4,1,5,ICSE,2016,10,No,Mixed,Probing for Requirements Knowledge to Stimulate Architectural Thinking,"Preethu Rose Anish, Balaji Balasubramaniam, Abhishek Sainani, Jane Cleland-Huang, Maya Daneva, Roel J. Wieringa, Smita GhaisasIndia",An interview-based study on reusable probing questions used to gather information for architectural decision-making in order to equip business analysts with these questions.
384,2,2,1,0,1,144,4,1,5,REFSQ,2016,16,No,Academic,Risk-Aware Multi-stakeholder Next Release Planning Using Multi-objective Optimization,"Antônio Mauricio Pitangueira, Paolo Tonella, Angelo Susi, Rita Suzana Pitangueira Maciel, Márcio de Oliveira Barros",A method for deciding the plan for the next software release considering the risk of different perceptions of value and different revenues associated with multiple (groups of) stakeholders.
391,1,4,0,0,0,145,5,0,5,REFSQ,2016,16,No,Mixed,Requirements Defects over a Project Lifetime: An Empirical Analysis of Defect Data from a 5-Year Automotive Project at Bosch,"Vincent Langenfeld, Amalinda Post, Andreas Podelski","A case study on measuring the frequency of eight types of requirements defects (e.g., incompleteness) and refining them according to nine possible defect sources (e.g., wording)."
393,3,1,1,0,0,145,4,1,5,REFSQ,2016,17,No,Academic,Documenting Relations Between Requirements and Design Decisions: A Case Study on Design Session Transcripts,"Tom-Michael Hesse, Barbara Paech",A data-driven study for uncovering detailed relations between requirements and design decisions and demonstrate the effectiveness of a particular documentation approach for decision-related knowledge.
400,0,2,2,1,0,145,2,3,5,RE,2016,10,Yes,Mixed,ResDevOps: A Software Engineering Framework for Achieving Long-lasting Complex Systems,"Angelo Furfaro, Teresa Gallo, Alfredo Garro, Domenico Saccà and Andrea Tundis","A process for putting together agile development, DevOps, and innovation management in order to embed technological innovations into the overall system."
401,1,3,1,0,0,145,4,1,5,RE,2016,10,Yes,Academic,Requirements Engineering for Health Data Analytics,"Lin Liu, Letong Feng, Zhanqiang Cao and Jingdong Li","A state of the art report on the status quo, challenges, findings and possible directions in RE for health data analytics."
403,2,2,1,0,0,145,4,1,5,RE,2016,10,Yes,Academic,TraceBoK: Toward a Software Requirements Traceability Body of Knowledge,"Ana Marcia Debiasi Duarte, Denio Duarte and Marcello Thiry",A study based on interviews with practitioners and a literature review for building a body of knowledge for traceability in order to assist engineers how to implement traceability in a project.
405,1,3,1,0,0,145,4,1,5,RE,2016,10,Yes,Mixed,Requirements Elicitation and Derivation of Security Policy Templates - An Industrial Case Study,"Manuel Rudolph, Denis Feth, Joerg Doerr and Joerg Spilker",A case study for understanding how experts can elicit security demands from stakeholders of the application domain and derive security policy templates.
407,3,2,0,0,0,145,5,0,5,RE,2016,10,Yes,Industry,Experiences in the Development and Usage of a Privacy Requirements Framework,Ian Oliver,An ontology for describing properties of data and systems that allow to generate and manage privacy requirements in order to integrate the legal and engineering perspectives.
2,2,1,1,0,1,145,3,1,4,ICSE,2010,10,No,Academic,A machine learning approach for tracing regulatory codes to product specific requirements,"Jane Cleland-Huang, Adam Czauderna, Marek Gibiec, John Emenecker",A set of two techniques for improving the quality of traces generated between regulatory standards and product level requirements
5,0,0,3,1,0,146,0,4,4,ICSE,2010,10,Yes,Academic,Can clone detection support quality assessments of requirements specifications?,"Elmar Jürgens, Florian Deissenboeck, Martin Feilkas, Benjamin Hummel, Bernhard Schätz, Stefan Wagner, Christoph Domann, Jonathan Streit",A document-driven study on the relevancy of clones in industrial requirements specifications and of clone detection as a requirements quality assurance technique
6,2,2,0,0,0,146,4,0,4,REFSQ,2010,14,No,Academic,Ambiguity in Natural Language Software Requirements: A Case Study,"de Bruijn, F.; Dekkers, H.L.",A case study on the effects of a highly ambiguous requirements document on project success
7,2,2,0,0,0,146,4,0,4,REFSQ,2010,14,No,Academic,On the Perception of Software Quality Requirements during the Project Lifecycle,"Ernst, N.A.; Mylopoulos, J.",A data-driven study on the importance of quality requirements throughout the system lifecycle 
8,2,2,0,0,0,146,4,0,4,REFSQ,2010,14,No,Academic,Challenges in Aligning Requirements Engineering and Verification in a Large-Scale Industrial Context,"Sabaliauskaite, G.; Loconsole, A.; Engstro¨m, E.; Unterkalmsteiner, M.; Regnell, B.; Runeson, P.; Gorschek, T.; Feldt, R.",An interview-based study with practitioners for identifying key challenges in aligning requirements and verification processes in order to assure that the developed software product satisfies customer requirements
20,2,0,1,1,0,146,2,2,4,REFSQ,2010,14,No,Academic,A Domain Ontology Building Process for Guiding Requirements Elicitation,"Omoronyia, I.; Sindre, G.; Stalhane, T.; Biffl, S.; Moser, T.; Sunindyo, W.",A method for building domain ontologies suitable to guide requirements elicitation in order to reconcile gaps in the knowledge and common understanding among stakeholders
22,1,2,1,0,0,146,3,1,4,RE,2010,10,No,Academic,Dealing with Non-Functional Requirements in Model-Driven Development,"Ameller, D.; Franch, X.; Cabot, J.",An analysis on the integration of non-functional requirements into model-driven development processes in order to include this type of requirements into such processes
33,0,3,0,1,0,146,3,1,4,RE,2010,10,No,Academic,Risk-based Confidentiality Requirements Specification for Outsourced IT Systems,"Morali, A.; Wieringa, R.",A method for specifying confidentiality requirements in service level agreements in order to provide proof of being in control of outsourced IT assets
49,2,1,1,0,1,145,3,1,4,RE,2010,10,No,Academic,Requirements Engineering as Creative Problem Solving: A Research Agenda for Idea Finding,"Maiden, N.; Jones, S.; Karlsen, K.; Neill, R.; Zachos, K.; Milne, A.",A vision for proposing the exploration and transfer from other disciplines of creative problem solving practices in order to frame RE as a creative problem solving process
51,1,1,2,0,1,145,2,2,4,RE,2010,10,No,Academic,Fuzzy Goals for Requirements-Driven Adaptation,"Baresi, L.; Pasquale, L.; Spoletini, P.","A method for incorporating goals that are able to adapt along time into requirement models, which embed adaptation countermeasures that are triggered when goals are violated"
56,0,2,0,2,0,146,2,2,4,RE,2010,6,Yes,Industry,Extending Automated Analysis of Natural Language Use Cases to Other Languages,"Sinha, A.; Paradkar, A.; Takeuchi, H.; Nakamura, T.",A method for extending automated analysis of natural language use cases to any other language in order to aggregate multilingual use cases in multi-national projects
58,1,2,1,0,0,146,3,1,4,RE,2010,10,No,Academic,On the Effectiveness of Abstraction Identification in Requirements Engineering,"Gacitua, R.; Sawyer, P.; Gervasi, V.",A method for identifying single- and multi-word terms that have a particular significance in a given domain in order to characterize the most salient features of the document in which they appear
68,2,1,0,1,1,145,3,1,4,ESEC/FSE,2011,10,No,Academic,CSSL: a logic for specifying conditional scenarios,"Shoham Ben-David, Marsha Chechik, Arie Gurfinkel, Sebastian Uchitel",A method for supporting use-case analysis that combines exemplary scenarios and general logical rules in order to allow gradually shifting from examples to the final system specification.
71,0,2,0,2,0,146,2,2,4,REFSQ,2011,15,No,Academic,A Heuristic Approach for Supporting Product Innovation in Requirements Engineering: A Controlled Experiment,"El-Sharkawy, S.; Schmid, K.",An experiment with students on a method to support creativity in requirements engineering in order to get evidence about its creativity enhancement potential
73,0,4,0,0,0,146,4,0,4,REFSQ,2011,13,No,Industry,Requirements Engineering Process Improvement: An Industrial Case Study,"Markov, G.A.; Hoffmann, A.; Creighton, O.",A case study on a requirements engineering improvement project consisting of a set of techniques applied to solve a handful of previously identified RE-related problems
75,2,2,0,0,2,144,4,0,4,REFSQ,2011,14,No,Academic,E-Service Requirements from a Consumer-Process Perspective,"Henkel, M.; Perjons, E.",A method for analysing requirements on e-services from the service consumer's' perspective in order to make them fit smoothly into the service consumers' business processes
84,1,3,0,0,0,146,4,0,4,RE,2011,6,Yes,Academic,Requirements negotiation for multilayer system components,"Carvallo, J.P.; Franch, X.",A method for negotiating requirements induced by the selections of off-the-shelf components in order to prevent a selection of unsuited or inappropriate components
90,3,0,1,0,0,146,3,1,4,RE,2011,10,No,Academic,A legal cross-references taxonomy for identifying conflicting software requirements,"Maxwell, J.C.; Anton, A.I.; Swire, P.",A method for analyzing cross-references within legal regulations in order to address conflicting requirements.
98,2,2,0,0,0,146,4,0,4,RE,2011,5,Yes,Industry,"There's never enough time: Doing requirements under resource constraints, and what requirements engineering can learn from agile development","Waldmann, B.",A discussion on applying agile insights to requirements engineering activities in order to optimize allocation of resources to RE activities
113,1,2,1,0,0,146,3,1,4,ICSE,2012,10,No,Academic,Generating obstacle conditions for requirements completeness,"Dalal Alrajeh, Jeff Kramer, Axel van Lamsweerde, Alessandra Russo, Sebastian Uchitel",A method for generating a set of obstacle conditions corresponding to exceptional conditions that may obstruct system goals in order to detect missing requirements.
114,1,3,0,0,0,146,4,0,4,ICSE,2012,10,No,Academic,Partial models: Towards modeling and reasoning with uncertainty,"Michalis Famelis, Rick Salay, Marsha Chechik",A method for reasoning with partial models that capture uncertainty coming from multiple open choices in early specification stages in order to support modeling when requirements are still to be clarified
118,1,0,2,1,0,146,1,3,4,REFSQ,2012,13,No,Mixed,Answering a Request for Proposal - Challenges and Proposed Solutions,"Paech, B.; Heinrich, R.; Zorn-Pauli, G.; Jung, A.; Tadjiky, S.",An experience report on challenges and potential solutions of a supplier company with respect to tender processes.
124,2,2,0,0,0,146,4,0,4,REFSQ,2012,14,No,Academic,Trace Queries for Safety Requirements in High Assurance Systems,"Cleland-Huang, J.; Heimdahl, M.; Hayes, J.H.; Lutz, R.; Maeder, P.",A set of reusable queries for implementing a blueprint for traceability in safety-critical systems in order to comply with full life-cycle traceability as required by certification and regulatory agencies
126,4,0,0,0,0,146,4,0,4,REFSQ,2012,17,No,Academic,A Simulation Approach for Impact Analysis of Requirement Volatility Considering Dependency Change,Junjie Wang; Juan Li; Qing Wang; He Zhang; Haitao Wang,A method for assessing the impact of changes in one requirement into other requirements in order to analyze the impact of requirement volatility on a project plan
127,0,1,2,1,0,146,1,3,4,REFSQ,2012,15,No,Mixed,Choose Your Creativity: Why and How Creativity in Requirements Engineering Means Different Things to Different People,"Mahaux, M.; Mavin, A.; Heymans, P.","A literature study on the meaning of the word ""creativity"" in Social Sciences and Requirements Engineering in order to understand which kinds of creativity are relevant to a project and which creativity tools to use"
131,0,3,0,1,0,146,3,1,4,RE,2012,10,No,Academic,Reconciling multi-jurisdictional legal requirements: A case study in requirements water marking,"Gordon, D.G.; Breaux, T.D.","A method for aligning and reconciling requirements from multiple jurisdictions (municipalities, provinces, nations) in order to reduce the number of requirements a company must comply with."
134,1,1,2,0,1,145,2,2,4,RE,2012,10,No,Academic,Stateful requirements monitoring for self-repairing socio-technical systems,"Lingxiao Fu; Xin Peng; Yijun Yu; Mylopoulos, J.; Wenyun Zhao",A solution for monitoring requirements in software systems by maintaining an instance of a state machine for each requirement in order to enable runtime monitoring and compensation capabilities
137,2,1,1,0,0,146,3,1,4,RE,2012,10,No,Academic,Using collective intelligence to detect pragmatic ambiguities,"Ferrari, A.; Gnesi, S.",A solution for comparing requirement sentences with domain-related documents in order to identify ambiguities in natural language requirements specifications.
146,0,4,0,0,0,146,4,0,4,RE,2012,10,No,Academic,Process improvement for traceability: A study of human fallibility,"Wei-Keat Kong; Hayes, J.H.; Dekhtyar, A.; Dekhtyar, O.",An experiments with students for understanding when and why humans make correct and incorrect decisions during tracing tasks with the support of a trace matrix that visualizes progress
150,2,2,0,0,0,146,4,0,4,RE,2012,10,No,Academic,Identifying outdated requirements based on source code changes,"Ben Charrada, E.; Koziolek, A.; Glinz, M.",A solution for automatically detecting outdated requirements based on changes in the code in order to keep requirements specifications up-to-date
154,0,4,0,0,0,146,4,0,4,RE,2012,10,No,Academic,Breaking the big-bang practice of traceability: Pushing timely trace recommendations to project stakeholders,"Cleland-Huang, J.; Mader, P.; Mirakhorli, M.; Amornborvornwong, S.",A solution for recommending trace links while creating or modifying traceable artifacts in order to avoid trace link creation towards the end of a project.
155,0,3,1,0,0,146,3,1,4,RE,2012,10,No,Academic,What you need is what you get!: The vision of view-based requirements specifications,"Gross, A.; Doerr, J.",A discussion on view-based requirements specifications including challenges and research questions in order to better understand the particular information needs of downstream development roles.
162,0,2,0,2,0,146,2,2,4,RE,2012,10,No,Academic,The impact of domain knowledge on the effectiveness of requirements idea generation during requirements elicitation,"Niknafs, A.; Berry, D.M.",An experiment for testing the hypothesis that adding a requirements analyst who is ignorant of the domain improves the effectiveness of the requirements elicitation team.
168,0,3,1,0,0,146,3,1,4,ESEM,2012,10,No,Mixed,Does the prioritization technique affect stakeholders' selection of essential software product features,"Benestad, Hans Christian and Hannay, Jo Erskine",A set of two experiments with students and practitioners for investigating whether the granularity and cognitive support of prioritization techniques affect the judgement of product features as essential
171,1,1,2,0,0,146,2,2,4,ICSE,2013,10,No,Academic,Counter play-out: executing unrealizable scenario-based specifications,"Shahar Maoz, Yaniv Sa'ar",A method for finding the root causes of the non-realizability of a scenario-based system specification in order to detect conflicts in the specification
174,0,3,1,0,1,145,3,1,4,ICSE,2013,10,No,Academic,Dynamic synthesis of local time requirement for service composition,"Tian Huat Tan, Ã‰tienne AndrÃ©, Jun Sun, Yang Liu, Jin Song Dong, Manman Chen",A method for synthesising response time requirements of component services in order to guarantee the global response time requirement of a service composition
183,2,2,0,0,0,146,4,0,4,REFSQ,2013,14,No,Mixed,Requirement Ambiguity Not as Important as Expected - Results of an Empirical Evaluation,"Philippo, E.J.; Heijstek, W.; Kruiswijk, B.; Chaudron, M.R.V.; Berry, D.M.",A study based on practitioner interviews and project data to create a framework to assess requirement-ambiguity risk in order to understand the relationship between requirement ambiguity and project success
193,1,1,2,0,0,146,2,2,4,REFSQ,2013,15,No,Academic,The Design of SREE - A Prototype Potential Ambiguity Finder for Requirements Specifications and Lessons Learned,"Tjong, S.F.; Berry, D.M.",A method for automatically finding ambiguities in RE documents in order to avoid the need for manual checks
199,0,3,1,0,0,146,3,1,4,REFSQ,2013,15,No,Academic,Mapping i* within UML for Business Modeling,"Wautelet, Y.; Kolp, M.",A method for modelling i* elements in UML in order to enable the usage of existing UML tools for i*
216,0,3,1,0,2,144,3,1,4,RE,2013,6,Yes,Mixed,Why feature dependencies challenge the requirements engineering of automotive systems: An empirical study,"Vogelsang, A.; Fuhrmann, S.","A case study on feature interactions in an automotive software system in order to assess the extent, awareness, and importance of interactions between features"
217,1,3,0,0,2,144,4,0,4,RE,2013,10,No,Mixed,Foundations for an expert system in domain-specific traceability,"Jin Guo; Cleland-Huang, J.; Berenbach, B.",A solution for leveraging a knowledge base of domain concepts and their relationships for fully automated creation of traceability links in order to increase precision and recall
220,0,2,1,1,0,146,2,2,4,RE,2013,6,Yes,Mixed,Requirements engineering for the uganda police force crime records management system,"Muyanja, A.; Musasizi, P.I.; Nassimbwa, C.; Tickodri-Togboa, S.S.; Kayihura, E.K.; Ngabirano, A.",An experience report on the requirements engineering process for a national Police Force Crime Records Management System in order to present key challenges
223,2,1,1,0,0,146,3,1,4,RE,2013,6,Yes,Academic,Early phase telemedicine requirements elicitation in collaboration with medical practitioners,"Larburu, N.; Widya, I.; Bults, R.G.A.; Hermens, H.J.; Napolitano, C.",A method for eliciting requirements for new telemedicine applications in a collaborative setting of time-constrained medical practitioners and requirements engineers in order to ensure compliance with medical protocols
227,1,2,1,0,0,146,3,1,4,RE,2013,6,Yes,Academic,Towards a systematic requirement-based test generation framework: Industrial challenges and needs,"Hesari, S.; Behjati, R.; Tao Yue",An experience report on the use of domain analysis to characterize current practice of applying requirement-based test generation at one industry partner in order to enhance the reuse of test artifacts across different products.
237,0,3,1,0,3,143,3,1,4,RE,2013,10,No,Academic,Automated text mining for requirements analysis of policy documents,"Massey, A.K.; Eisenstein, J.; Anton, A.I.; Swire, P.P.",A multi-case study on the readability of policy documents for requirements engineers and assessing if automated text mining can indicate whether a policy document contains requirements
249,2,2,0,0,1,145,4,0,4,ICSE,2014,10,Yes,Mixed,Deriving Requirements Model from Textual Use Cases,"Kiran Sawant, Suman Roy, Francois Plesse, Srivibha Sripathi and A. S. M. Sajeev",A method for deriving structured requirements models in the form of process diagrams and ontologies from textual use case requirements 
251,1,3,0,0,0,146,4,0,4,ICSE,2014,10,Yes,Academic,A Systematic Approach to Transforming System Requirements into Model Checking Specifications,"Daniel Aceituna, Hyunsook Do and Sudarshan Srinivasan","A framework for allowing requirements engineers and non-technical stakeholders to perform model checking during elicitation, analysis and verification of system requirements"
256,2,1,1,0,0,146,3,1,4,REFSQ,2014,15,No,Mixed,Safety Evidence Traceability: Problem Analysis and Model,"Nair, S.; de la Vara, J.L.; Melzi, A.; Tagliaferri, G.; de-la-Beaujardiere, L.; Belmonte, F.",A model for capturing and representing traceability in order to provide safety evidence on safety-critical systems
259,1,3,0,0,1,145,4,0,4,REFSQ,2014,15,No,Academic,Analyzing the Effect of the Collaborative Interactions on Performance of Requirements Validation,"Condori-Fernandez, N.; España, S.; Sikkel, K.; Daneva, M.; Gonza´lez, A.",An experiment with students for exploring the effect of collaborative interactions between clients and analysts in the process of requirements validation. 
260,1,2,1,0,1,145,3,1,4,REFSQ,2014,15,No,Industry,Improving the Understandability of Formal Specifications: An Experience Report,"Kossak, F.; Mashkoor, A.; Geist, V.; Illibauer, C.",An experience report for identifying understandability issues of formal specifications and providing writing style guidelines in order to make formal specifications understandable.
262,2,1,1,0,1,145,3,1,4,REFSQ,2014,16,No,Academic,State of Practice of User-Developer Communication in Large-Scale IT Projects,"Abelein, U.; Paech, B.",An interview-based study for understanding current practices of user-developer communication in IT projects in order to identify issues and enhance user-developer communication.
272,2,1,1,0,0,146,3,1,4,RE,2014,10,Yes,Academic,Competition and collaboration in requirements engineering: A case study of an emerging software ecosystem,"Valenca, G.; Alves, C.; Heimann, V.; Jansen, S.; Brinkkemper, S.",A case study on collaboration networks between small and medium-sized software companies in order to investigate the impact to software product management and requirements engineering practices.
274,0,2,2,0,0,146,2,2,4,RE,2014,10,No,Academic,Openness and requirements: Opportunities and tradeoffs in software ecosystems,"Knauss, E.; Damian, D.; Knauss, A.; Borici, A.",A case study on requirements engineering in open commercial development models describing the flow of product requirements information through the ecosystem
276,0,2,2,0,0,146,2,2,4,RE,2014,10,No,Academic,Goal-oriented compliance with multiple regulations,"Ghanavati, S.; Rifaut, A.; Dubois, E.; Amyot, D.",A method for finding suitable trade-offs and priorities when complying with multiple regulations while at the same time trying to meet business objectives.
277,0,2,2,0,1,145,2,2,4,RE,2014,10,No,Academic,How Do Users Like This Feature? A Fine Grained Sentiment Analysis of App Reviews,"Guzman, E.; Maalej, W.","A solution for automatically filtering, aggregating, and analyzing user reviews to systematically analyze user opinions about single features"
283,0,2,2,0,0,146,2,2,4,RE,2014,10,No,Academic,How practitioners approach gameplay requirements? An exploration into the context of massive multiplayer online role-playing games,"Daneva, M.",An interview-based study on how game developers reason about gameplay requirements and handle them in their projects in order to improve the elicitation and validation of gameplay requirements.
288,1,1,1,1,0,146,2,2,4,RE,2014,10,No,Mixed,Automated support for combinational creativity in requirements engineering,"Bhowmik, T.; Nan Niu; Mahmoud, A.; Savolainen, J.",A solution for extracting familiar ideas from the documented requirements and stakeholders' comments and automatically obtaining unfamiliar idea combinations in order to generate innovative requirements.
292,2,2,0,0,0,146,4,0,4,RE,2014,10,No,Academic,Evaluating the business value of information technology: Case study on game management system,"Tohonen, H.; Kauppinen, M.; Mannisto, T.","A method for visualizing how IT impacts are linked to business value, and how much and when value is realised in order to evaluate IT business value on a company level."
295,0,2,1,1,0,146,2,2,4,RE,2014,10,No,Academic,Supporting early decision-making in the presence of uncertainty,"Horkoff, J.; Salay, R.; Chechik, M.; Di Sandro, A.",A method for analyzing goal satisfaction resulting from resolved uncertainty in order to support early requirements decision-making in the presence of uncertainty.
296,1,1,1,1,0,146,2,2,4,RE,2014,10,No,Academic,Supporting traceability through affinity mining,"Gervasi, V.; Zowghi, D.",A solution for exploiting the information contained in previously defined trace links in order to facilitate the creation and ongoing maintenance of trace links as the requirements evolve.
299,4,0,0,0,0,146,4,0,4,RE,2014,10,No,Academic,Maintaining requirements for long-living software systems by incorporating security knowledge,"Gartner, S.; Ruhroth, T.; Burger, J.; Schneider, K.; Jurjens, J.","A method for detecting vulnerabilities in requirements of long-living software systems based on reported security incidents in order to keep long-living systems ""up-to-date"" with respect to security."
300,0,2,2,0,1,145,2,2,4,RE,2014,10,Yes,Mixed,Experience of pragmatically combining RE methods for performance requirements in industry,"Wohlrab, R.; de Gooijer, T.; Koziolek, A.; Becker, S.",An experience report on applying a combination of RE methods to elicit performance requirements in an existing system from the process automation domain in order to improve performance testing.
312,0,4,0,0,0,146,4,0,4,RE,2014,10,No,Academic,Engineering topology aware adaptive security: Preventing requirements violations at runtime,"Tsigkanos, C.; Pasquale, L.; Menghi, C.; Ghezzi, C.; Nuseibeh, B.",A solution for identifying violations of security requirements that may be caused by topological changes of the environment and selecting security controls that prevent such violations.
324,1,0,3,0,0,146,1,3,4,REFSQ,2015,16,No,Academic,From Stakeholder Requirements to Formal Specifications Through Refinement,"Feng-Lin Li; Horkoff, J.; Borgida, A.; Guizzardi, G.; Lin Liu; Mylopoulos, J.",A method for transforming informal requirements into formal ones in order to reduce requirements defects.
325,1,1,2,0,0,146,2,2,4,REFSQ,2015,15,No,Academic,The emerging requirement for digital addiction labels,"Ali, R.; Nan Jiang; Phalp, K.; Muir, S.; McAlaney, J.",An industrial study using interviews and surveys for investigating the design of Digital Addiction labels in order to meet ethical and professional requirements.
328,2,2,0,0,0,146,4,0,4,REFSQ,2015,15,No,Academic,Challenges of the customer organization's requirements engineering process in the outsourced environment - a case study,"Hiisila¨, H.; Kauppinen, M.; Kujala, S.",A case study on the customer challenges and demands on requirements engineering processes in order to bring the customer perspective into outsourced projects.
337,0,3,1,0,1,145,3,1,4,REFSQ,2015,16,No,Academic,Towards More Efficient Requirements Formalization: a study,"Wenbin Li; Hayes, J.H.; Truszczyn´ski, M.",A method for semi-automatically translating natural language requirements into a formal language in order to validate natural language requirements
349,0,2,2,0,0,146,2,2,4,RE,2015,10,No,Academic,Requirements engineering: The quest for the dependent variable,"Holm, H.; Sommestad, T.; Bengtsson, J.",A literature study for identifying dependent variables used in experimental requirements engineering research.
363,1,3,0,0,0,146,4,0,4,RE,2015,10,No,Mixed,Resolving goal conflicts via argumentation-based analysis of competing hypotheses,"Murukannaiah, P.K.; Kalia, A.K.; Telangy, P.R.; Singh, M.P.",A method for capturing inconsistencies between stakeholders' goals and beliefs and resolving goal conflicts.
365,1,1,2,0,1,145,2,2,4,RE,2015,8,Yes,Industry,The myth of bad passive voice and weak words an empirical investigation in the automotive industry,"Krisch, J.; Houdek, F.",A document-driven study in the industry on the use of passive voice and weak words in requirements showing that passive voice is almost never problematic.
