PaperID,Title,Authors,Venue,Year,NumberOfPages,AcadVsInd,IndTrack,Summary
233,Distributing refinements of a system-level partial behavior model,"Krka, I.; Medvidovic, N.",RE,2013,10,Academic,No,A solution for automatically mapping newly defined system requirements to corresponding system components in order to prevent requirements inconsistencies and help identify further necessary requirements.
234,Formal analysis of privacy requirements specifications for multi-tier applications,"Breaux, T.D.; Rao, A.",RE,2013,10,Academic,No,A method for mapping natural language policy requirements to a formal representation in order to to reason about conflicting requirements within a single policy and among multiple policies in a data supply chain.
235,Requirements reviews revisited: Residual challenges and open research questions,"Salger, F.",RE,2013,6,Industry,Yes,A discussion on the major challenges of reviewing requirements specifications in industry in order to align research activities to add more value for the software industry.
236,Keeping requirements on track via visual analytics,"Nan Niu; Reddivari, S.; Zhangji Chen",RE,2013,10,Academic,No,"A literature review on visual requirements analytics, a field that aims at increased interactivity of requirements visualization in order to lead to actionable decisions"
237,Automated text mining for requirements analysis of policy documents,"Massey, A.K.; Eisenstein, J.; Anton, A.I.; Swire, P.P.",RE,2013,10,Academic,No,A multi-case study on the readability of policy documents for requirements engineers and assessing if automated text mining can indicate whether a policy document contains requirements
238,An empirical study on project-specific traceability strategies,"Rempel, P.; Mader, P.; Kuschke, T.",RE,2013,10,Academic,No,An interview-based study with practitioners on the quality and suitability of a project's traceability strategy in order to identify common problems across traceability strategies and their possible causes.
239,Ongoing software development without classical requirements,"Alspaugh, T.A.; Scacchi, W.",RE,2013,10,Academic,No,"A data-driven study on requirements artifacts and processes in open source systems, where classical software engineering is not employed in order to identify risks of development failures and consequences for system quality."
240,Tracing Requirements and Source Code during Software Development: An Empirical Study,"Delater, Alexander and Paech, Barbara",ESEM,2013,7,Academic,No,A project-based study with students on a semi-automatic tool to capture implicit traceability links from requirements to code in order to evaluate the feasibility and practicability.
241,Automatic Checking of Conformance to Requirement Boilerplates via Text Chunking: An Industrial Case Study,"Arora, Chetan and Sabetzadeh, Mehrdad and Briand, Lionel and Zimmer, Frank and Gnaga, Raul",ESEM,2013,10,Mixed,No,A case study for validating a tool that automatically checks the conformance of requirements to a given template in order to reduce ambiguity in natural language requirements
242,Time pressure: a controlled experiment of test case development and requirements review,"Mika Mäntylä, Kai Petersen, Timo O. A. Lehtinen, Casper Lassenius",ICSE,2014,10,Academic,No,An experiment with students for investigating the relationship between time pressure and efficiency in test case development and requirement review
243,Self-adaptation through incremental generative model transformations at runtime,"Bihuan Chen, Xin Peng, Yijun Yu, Bashar Nuseibeh, Wenyun Zhao",ICSE,2014,10,Academic,No,A method for self-adapting the architecture of a software system to the changing requirements and contexts at runtime in order to improve effectiveness and flexibility of adaptation
244,Mind the gap: assessing the conformance of software traceability to relevant guidelines,"Patrick Rempel, Patrick MÃ¤der, Tobias Kuschke, Jane Cleland-Huang",ICSE,2014,10,Academic,No,A method for extracting a model showing traces between software artifacts and analysing this model to identify areas of traceability failure
245,"Us and them: a study of privacy requirements across north america, asia, and europe","Swapneel Sheth, Gail E. Kaiser, Walid Maalej",ICSE,2014,10,Academic,No,An online survey with practitioners and academics on how users and developers from various geographical locations perceive privacy and which concrete measures would mitigate their privacy concerns
246,Distilling privacy requirements for mobile applications,"Keerthi Thomas, Arosha K. Bandara, Blaine A. Price, Bashar Nuseibeh",ICSE,2014,10,Academic,No,A method for extracting and refining privacy requirements for mobile applications from raw data gathered through empirical studies involving end users
247,"Uncertainty, risk, and information value in software requirements and architecture","Emmanuel Letier, David Stefan, Earl T. Barr",ICSE,2014,10,Academic,No,A method for describing uncertainty about the impact of design alternatives on stakeholders' goals and calculate the consequences of such uncertainty
248,Requirements fixation,"Rahul Mohanani, Paul Ralph, Ben Shreeve",ICSE,2014,10,Academic,No,An experiment with students on the effects of present customer desires as requirements or as ideas on design creativity
249,Deriving Requirements Model from Textual Use Cases,"Kiran Sawant, Suman Roy, Francois Plesse, Srivibha Sripathi and A. S. M. Sajeev",ICSE,2014,10,Mixed,Yes,A method for deriving structured requirements models in the form of process diagrams and ontologies from textual use case requirements 
250,Tracking Requirements Evolution by Using Issue Tickets: A Case Study of a Document Management and Approval System.,"Shinobu Saito, Yukako Iimura, Kenji Takahashi, Aaron Massey and Annie Antón",ICSE,2014,10,Mixed,Yes,A case study on the use of issue tickets generated by stakeholders' requests to track requirements evolution for a large-scale system 
251,A Systematic Approach to Transforming System Requirements into Model Checking Specifications,"Daniel Aceituna, Hyunsook Do and Sudarshan Srinivasan",ICSE,2014,10,Academic,Yes,"A framework for allowing requirements engineers and non-technical stakeholders to perform model checking during elicitation, analysis and verification of system requirements"
252,Experience-oriented Approaches for Teaching and Training Requirements Engineering: an Experience Report,"Herrmann, A.; Hoffmann, A.; Landes, D.; Weißbach, R.",REFSQ,2014,13,Mixed,No,An experience report for presenting and comparing examples of various approaches to teaching RE in order to inspire instructors to seek additional learning approaches.
253,Requirements-driven social adaptation: expert survey,"Almaliki, M.; Faniyi, F.; Bahsoon, R.; Phalp, K.; Ali, R.",REFSQ,2014,15,Academic,No,"A online survey with researchers and academics for identifying benefits, domain areas, and challenges for social adaptation."
254,Systematic elaboration of compliance requirements using compliance debt and portfolio theory,"Ojameruaye, B.; Bahsoon, R.",REFSQ,2014,15,Academic,No,A method for systematically managing obstacles and refining compliance goals in order to support the elaboration of compliance requirements.
255,Answer-set Programming in Requirements Engineering,"Wenbin Li; Brown, D.; Hayes, J.H.; Truszczynski, M.",REFSQ,2014,15,Academic,No,A method for detecting inconsistencies in temporal constraints in order to verify the consistency of temporal requirements 
256,Safety Evidence Traceability: Problem Analysis and Model,"Nair, S.; de la Vara, J.L.; Melzi, A.; Tagliaferri, G.; de-la-Beaujardiere, L.; Belmonte, F.",REFSQ,2014,15,Mixed,No,A model for capturing and representing traceability in order to provide safety evidence on safety-critical systems
257,An Analysis of Priority-Based Decision Heuristics for Optimizing Elicitation Efficiency,"Riegel, N.; Doerr, J.",REFSQ,2014,16,Academic,No,A method for comparing the results of multiple priority-based decision heuristics in order to identify the best heuristics for deciding which requirements should be refined/elaborated first. 
258,Feedback-aware requirements documents for smart devices,"Kamsties, E.; Kneer, F.; Voelter, M.; Igel, B.; Kolb, B.",REFSQ,2014,15,Mixed,No,A method for weaving the feedback from the runtime system into requirements documents in order to keep development time and runtime requirement models consistent
259,Analyzing the Effect of the Collaborative Interactions on Performance of Requirements Validation,"Condori-Fernandez, N.; España, S.; Sikkel, K.; Daneva, M.; Gonza´lez, A.",REFSQ,2014,15,Academic,No,An experiment with students for exploring the effect of collaborative interactions between clients and analysts in the process of requirements validation. 
260,Improving the Understandability of Formal Specifications: An Experience Report,"Kossak, F.; Mashkoor, A.; Geist, V.; Illibauer, C.",REFSQ,2014,15,Industry,No,An experience report for identifying understandability issues of formal specifications and providing writing style guidelines in order to make formal specifications understandable.
261,INCREMENT: a Mixed MDE-IR Approach for Regulatory Requirements Modeling and Analysis,"Sannier, N.; Baudry, B.",REFSQ,2014,16,Academic,No,"A method for acquiring, modeling and analyzing regulatory requirements in order to conform to regulations on safety-critical system."
262,State of Practice of User-Developer Communication in Large-Scale IT Projects,"Abelein, U.; Paech, B.",REFSQ,2014,16,Academic,No,An interview-based study for understanding current practices of user-developer communication in IT projects in order to identify issues and enhance user-developer communication.
263,The Effects of Requirements Elicitation Issues on Software Project Performance: An Empirical Analysis,"Sethia, N.K.; Pillai, A.S.",REFSQ,2014,15,Academic,No,An online survey with practitioners for identifying causal relationships between requirements elicitation issues and project performance in order to strengthen the execution of RE activities and reduce risk on project performance
264,Is requirements engineering useless in game development?,"Kasurinen, J.; Maglyas, A.; Smolander, K.",REFSQ,2014,15,Academic,No,An interview-based study with practitioners for understanding how the game industry applies RE in practice
265,Problem-based requirements interaction analysis,"Alebrahim, A.; Faßbender, S.; Heisel, M.; Meis, R.",REFSQ,2014,15,Academic,No,A method for identifying unwanted interaction between requirements in order to address the diverse interests of different stakeholders in a coherent way
266,(Semi-) automatic Categorization of Natural Language Requirements,"Knauss, E.; Ott, D.",REFSQ,2014,15,Mixed,No,A case study for comparing different approaches to categorization of natural language requirements in order to understand the best way to achieve effective communication and prioritization
267,A Requirements-Led Approach for Specifying QoS-Aware Service Choreographies: An Experience Report,"Maiden, N.; Lockerbie, J.; Zachos, K.; Bertolino, A.; De Angelis, G.; Lonetti, F.",REFSQ,2014,14,Academic,No,A method for transforming requirements for service-based systems to QoS-aware choreography specification in order to deliver more adaptive software systems
268,Measuring and Improving the Completeness of Natural Language Requirements,"Ferrari, A.; dell'Orletta, F.; Spagnolo, G.O.; Gnesi, S.",REFSQ,2014,15,Academic,No,A method for measuring and improving the completeness of natural language requirements with respect to the input documents in order to include all the relevant information from these documents
269,A Systematic Literature Review of Requirements Modeling and Analysis for Self-adaptive Systems,Zhuoqun Yang; Zhi Li; Zhi Jin; Yunchuan Chen,REFSQ,2014,16,Academic,No,A literature study for identifying and categorizing research in self-adaptive systems requirements modeling and analysis 
270,Integrating exception handling in goal models,"Cailliau, A.; van Lamsweerde, A.",RE,2014,10,Academic,No,A method for resolving exceptional conditions that may obstruct the behavioral goals of the target system in order to progress towards a more complete model of stakeholder goals.
271,Building a National E-Service using Sentire experience report on the use of Sentire: A volere-based requirements framework driven by calibrated personas and simulated user feedback,"Porter, C.; Letier, E.; Sasse, M.A.",RE,2014,10,Academic,Yes,An experience report on the adoption of a persona-centric requirements framework in order to show its ability to quantify user experience.
272,Competition and collaboration in requirements engineering: A case study of an emerging software ecosystem,"Valenca, G.; Alves, C.; Heimann, V.; Jansen, S.; Brinkkemper, S.",RE,2014,10,Academic,Yes,A case study on collaboration networks between small and medium-sized software companies in order to investigate the impact to software product management and requirements engineering practices.
273,A case study using a protocol to derive safety functional requirements from Fault Tree Analysis,"Galvao Martins, L.E.; De Oliveira, T.",RE,2014,8,Academic,Yes,A case study on a protocol for deriving functional safety requirements from Fault Tree Analysis results in order to increase the safety of critical systems.
274,Openness and requirements: Opportunities and tradeoffs in software ecosystems,"Knauss, E.; Damian, D.; Knauss, A.; Borici, A.",RE,2014,10,Academic,No,A case study on requirements engineering in open commercial development models describing the flow of product requirements information through the ecosystem
275,Towards feature-oriented requirements validation for automotive systems,"Jiale Zhou; Yue Lu; Lundqvist, K.; Lo&#x0308;nn, H.; Karlsson, D.; Bo Liwang",RE,2014,9,Academic,No,A method for specifying and validating feature-oriented requirement models in order to avoid behavioral inconsistencies between features.
276,Goal-oriented compliance with multiple regulations,"Ghanavati, S.; Rifaut, A.; Dubois, E.; Amyot, D.",RE,2014,10,Academic,No,A method for finding suitable trade-offs and priorities when complying with multiple regulations while at the same time trying to meet business objectives.
277,How Do Users Like This Feature? A Fine Grained Sentiment Analysis of App Reviews,"Guzman, E.; Maalej, W.",RE,2014,10,Academic,No,"A solution for automatically filtering, aggregating, and analyzing user reviews to systematically analyze user opinions about single features"
278,Reassessing the pattern-based approach for formalizing requirements in the automotive domain,"Filipovikj, P.; Nyberg, M.; Rodriguez-Navas, G.",RE,2014,7,Mixed,Yes,A case study on the transformation of a set of natural language functional requirements to a semi-formal pattern notation in order to investigate the applicability of this process in the automotive domain.
279,Tackling the requirements jigsaw puzzle,"Pinto-Albuquerque, M.; Rashid, A.",RE,2014,10,Academic,No,A method for representing requirements and conflicts as a jigsaw puzzle in stakeholder meetings in order to improve commitment of stakeholders in co-authoring of requirements and co-responsibility in conflict handling
280,Automated detection and resolution of legal cross references: Approach and a study of Luxembourg's legislation,"Adedjouma, M.; Sabetzadeh, M.; Briand, L.C.",RE,2014,10,Academic,No,A solution for automatically detecting cross references in legal documents and linking them to the target provisions in order to improve the elaboration of compliance requirements.
281,Discovering affect-laden requirements to achieve system acceptance,"Sutcliffe, A.; Rayson, P.; Bull, C.N.; Sawyer, P.",RE,2014,10,Academic,No,A method for requirements discovery for health care systems in order to increase the acceptance by the target user community.
282,Managing security requirements patterns using feature diagram hierarchies,"Slavin, R.; Lehker, J.-M.; Jianwei Niu; Breaux, T.D.",RE,2014,10,Academic,No,A method for selecting the most appropriate security requirements pattern in order to decrease the time spent in the requirements elicitation process and improve the quality of the product.
283,How practitioners approach gameplay requirements? An exploration into the context of massive multiplayer online role-playing games,"Daneva, M.",RE,2014,10,Academic,No,An interview-based study on how game developers reason about gameplay requirements and handle them in their projects in order to improve the elicitation and validation of gameplay requirements.
284,Protos: Foundations for engineering innovative sociotechnical systems,"Chopra, A.K.; Dalpiaz, F.; Aydemir, F.B.; Giorgini, P.; Mylopoulos, J.; Singh, M.P.",RE,2014,10,Academic,No,A method for requirements elicitation based on interactions of autonomous parties and the participants' social relationships in order to improve the requirements engineering for sociotechnical systems
285,The effect of variability modeling on requirements satisfaction for the configuration and implementation of off-the-shelf software packages,"Rubython, A.; Maiden, N.",RE,2014,8,Mixed,Yes,An experience report on the use of a method for discovering customer requirements to configure an off-the-shelf software package.
286,Hidden in plain sight: Automatically identifying security requirements from natural language artifacts,"Riaz, M.; King, J.; Slankas, J.; Williams, L.",RE,2014,10,Academic,No,A solution for automatically identifying security-relevant sentences in natural language requirements and translating them into functional security requirements in order to strengthen the overall security of the system.
287,Language Extended Lexicon points: Estimating the size of an application using its language,"Antonelli, L.; Rossi, G.; Sampaio do Prado Leite, J.C.; Oliveros, A.",RE,2014,10,Academic,No,"A method for estimating the size of an application previous to its requirements specification by using the application language itself, captured by a lexicon in order to get estimations earlier."
288,Automated support for combinational creativity in requirements engineering,"Bhowmik, T.; Nan Niu; Mahmoud, A.; Savolainen, J.",RE,2014,10,Mixed,No,A solution for extracting familiar ideas from the documented requirements and stakeholders' comments and automatically obtaining unfamiliar idea combinations in order to generate innovative requirements.
289,Capturing and sharing domain knowledge with business rules lessons learned from a global software vendor,"Maalej, W.; Ghaisas, S.",RE,2014,10,Mixed,Yes,"An interview-based study on how practitioners understand, capture, and use business rules in order to describe constraints in a domain."
290,Therapist-centered requirements: A multi-method approach of requirement gathering to support rehabilitation gaming,"Putnam, C.; Jinghui Cheng",RE,2014,10,Academic,No,A case study on the requirement elicitation for a recommender system that supports therapists in selecting motion-based video games to treat patients with brain injuries.
291,Quality requirements elicitation based on inquiry of quality-impact relationships,"Fotrousi, F.; Fricker, S.A.; Fiedler, M.",RE,2014,10,Academic,No,A method for eliciting quality-impact relationships and using them to specify quality requirements in order to achieve good-enough quality.
292,Evaluating the business value of information technology: Case study on game management system,"Tohonen, H.; Kauppinen, M.; Mannisto, T.",RE,2014,10,Academic,No,"A method for visualizing how IT impacts are linked to business value, and how much and when value is realised in order to evaluate IT business value on a company level."
293,Handling design-level requirements across distributed teams: Developing a new feature for 12 Danish mobile banking apps,"Bruun, L.; Hansen, M.B.; Iversen, J.B.; Jorgensen, J.B.; Knudsen, B.",RE,2014,9,Industry,Yes,"An experience report on a system provider/sub-contractor collaboration centered around design-level requirements in order to report lessons learned regarding requirements representations, requirements tools, and cooperation process."
294,Rationalism with a dose of empiricism: Case-based reasoning for requirements-driven self-adaptation,"Wenyi Qian; Xin Peng; Bihuan Chen; Mylopoulos, J.; Huanhuan Wang; Wenyun Zhao",RE,2014,10,Academic,No,A solution for combining adaptation decisions based on goals with past experiences of successful adaptations in order to improve adaptation effectiveness and overall system quality.
295,Supporting early decision-making in the presence of uncertainty,"Horkoff, J.; Salay, R.; Chechik, M.; Di Sandro, A.",RE,2014,10,Academic,No,A method for analyzing goal satisfaction resulting from resolved uncertainty in order to support early requirements decision-making in the presence of uncertainty.
296,Supporting traceability through affinity mining,"Gervasi, V.; Zowghi, D.",RE,2014,10,Academic,No,A solution for exploiting the information contained in previously defined trace links in order to facilitate the creation and ongoing maintenance of trace links as the requirements evolve.
297,Lightweight requirements engineering assessments in software projects,"Rapp, D.; Hess, A.; Seyff, N.; Sporri, P.; Fuchs, E.; Glinz, M.",RE,2014,10,Mixed,Yes,A method for assessing the quality of RE processes and artifacts in a company in order to identify issues and potential improvements
298,Modelling sustainability in a procurement system: An experience report,"Bomfim, C.; Nunes, W.; Duboc, L.; Schots, M.",RE,2014,10,Academic,Yes,An experience report on using goal modelling to incorporate sustainability into the procurement system of a large multinational energy company in order to evaluate the suitability of the technique for such a purpose
299,Maintaining requirements for long-living software systems by incorporating security knowledge,"Gartner, S.; Ruhroth, T.; Burger, J.; Schneider, K.; Jurjens, J.",RE,2014,10,Academic,No,"A method for detecting vulnerabilities in requirements of long-living software systems based on reported security incidents in order to keep long-living systems ""up-to-date"" with respect to security."
300,Experience of pragmatically combining RE methods for performance requirements in industry,"Wohlrab, R.; de Gooijer, T.; Koziolek, A.; Becker, S.",RE,2014,10,Mixed,Yes,An experience report on applying a combination of RE methods to elicit performance requirements in an existing system from the process automation domain in order to improve performance testing.
301,Scaling requirements extraction to the crowd: Experiments with privacy policies,"Breaux, T.D.; Schaub, F.",RE,2014,10,Academic,No,A study based on experiments with crowd workers on extracting requirements from natural language text sources by untrained workers in order to evaluate the cost and quality of crowdsourcing RE tasks.
302,RISDM: A requirements inspection systems design methodology: Perspective-based design of the pragmatic quality model and question set to SRS,"Saito, S.; Takeuchi, M.; Yamada, S.; Aoyama, M.",RE,2014,10,Mixed,No,A data-driven study on the use of a requirements inspection methodology in more than 140 projects in order to discover correlations between requirements specification quality and project costs or product quality.
303,Identifying and classifying ambiguity for regulatory requirements,"Massey, A.K.; Rutledge, R.L.; Anton, A.I.; Swire, P.P.",RE,2014,10,Academic,No,A method for identifying ambiguity in legal texts in order to prevent software engineers from implementing software that does not comply with the regulations.
304,"Non-functional requirements as qualities, with a spice of ontology","Feng-Lin Li; Horkoff, J.; Mylopoulos, J.; Guizzardi, R.S.S.; Guizzardi, G.; Borgida, A.; Lin Liu",RE,2014,10,Academic,No,"A modeling language for defining non-functional requirements (NFRs) based on the fulfillment of other requirements in order to specify unambiguous, de-idealized, and measurable NFRs."
305,An Approach for Decision Support on the Uncertainty in Feature Model Evolution,"Le Minh Sang Tran; Massacci, F.",RE,2014,10,Academic,No,A method for capturing the uncertainty of feature evolution in feature models in order to decide which features to implement next.
306,Traceability-enabled refactoring for managing just-in-time requirements,"Nan Niu; Bhowmik, T.; Hui Liu; Zhendong Niu",RE,2014,10,Academic,No,A method for locating where software should be refactored and which refactorings should be applied in order to fulfil unsatisfied stakeholder goals.
307,TiQi: Towards natural language trace queries,"Pruski, P.; Lohar, S.; Aquanette, R.; Ott, G.; Amornborvornwong, S.; Rasin, A.; Cleland-Huang, J.",RE,2014,10,Academic,No,A solution for writing or speaking trace queries in natural language in order to lower the barrier for utilizing trace data.
308,Product knowledge configurator for requirements gap analysis and customizations,"Anish, P.R.; Ghaisas, S.",RE,2014,7,Industry,Yes,An experience report on representing and reusing product knowledge for product customization in order to identify requirements for product variants.
309,Automated extraction and visualization of quality concerns from requirements specifications,"Rahimi, M.; Mirakhorli, M.; Cleland-Huang, J.",RE,2014,10,Academic,No,"A solution for automatic extraction and modeling of quality concerns from textual documents such as requirements, feature requests, and online forums in order to elicit quality requirements"
310,The DODT tool applied to sub-sea software,"Stalhane, T.; Wien, T.",RE,2014,8,Mixed,Yes,A case study on the use of a tool for specifying requirements based on two types of knowledge-reuse artifacts in order to evaluate the effects on requirements ambiguity and inconsistency.
311,Towards a situation awareness design to improve visually impaired orientation in unfamiliar buildings: Requirements elicitation study,"Alkhanifer, A.; Ludi, S.",RE,2014,10,Academic,No,An experience report on eliciting user requirements with a non-standard user population: visually impaired users.
312,Engineering topology aware adaptive security: Preventing requirements violations at runtime,"Tsigkanos, C.; Pasquale, L.; Menghi, C.; Ghezzi, C.; Nuseibeh, B.",RE,2014,10,Academic,No,A solution for identifying violations of security requirements that may be caused by topological changes of the environment and selecting security controls that prevent such violations.
313,The role of legal expertise in interpretation of legal requirements and definitions,"Gordon, D.G.; Breaux, T.D.",RE,2014,10,Academic,No,"An online survey on the ability of laypersons, technical professionals, and legal experts to judge the similarity between legal coverage conditions and requirements."
314,A controlled experiment to evaluate the effects of mindfulness in software engineering,"Bern\'{a}rdez, Beatriz and Dur\'{a}n, Amador and Parejo, Jos{\'e} A. and Ruiz--Cort{\'e}s, Antonio",ESEM,2014,10,Academic,No,An experiment with students for determining whether practicing mindfulness for four weeks enhances conceptual modelling skills in order to improve professional performance of software engineers
315,Engineering of quality requirements as perceived by near-shore development centers' architects in eastern Europe: the hole in the whole,"Daneva, Maya and Marczak, Sabrina and Herrmann, Andrea",ESEM,2014,10,Mixed,No,"An interview-based study with practitioners for understanding how software architects working on large, distributed projects are involved in engineering quality requirements."
316,Evaluation in practice: artifact-based requirements engineering and scenarios in smart mobility domains,"Lampasona, Constanza and Diebold, Philipp and Eckhardt, Jonas and Schneider, Rolf",ESEM,2014,8,Mixed,Yes,An online survey with practitioners and academics for validating the acceptance and impact of an approach based on artifacts and scenarios
317,Improving requirements glossary construction via clustering: approach and industrial case studies,"Arora, Chetan and Sabetzadeh, Mehrdad and Briand, Lionel and Zimmer, Frank",ESEM,2014,10,Mixed,No,A case study for validating a technique for clustering keywords extracted from natural-language requirements in order to support the automatic construction of project glossaries
318,Industrial evaluation of the impact of quality-driven release planning,"Felderer, Michael and Beer, Armin and Ho, Jason and Ruhe, Guenther",ESEM,2014,8,Mixed,Yes,A case study for including quality requirements in a software release planning technique in order to demonstrate the benefits in terms of release time and product scope
319,Security triage: an industrial case study on the effectiveness of a lean methodology to identify security requirements,"Giacalone, Matteo and Paci, Federica and Mammoliti, Rocco and Perugino, Rodolfo and Massacci, Fabio and Selli, Claudio",ESEM,2014,8,Mixed,Yes,An experience report on the use of a lean methodology to identify security requirements in order to integrate them in the software production cycle
320,Using templates to elicit implied security requirements from functional requirements - a controlled experiment,"Riaz, Maria and Slankas, John and King, Jason and Williams, Laurie",ESEM,2014,10,Academic,No,An experiment with students for assessing a technique that automatically suggests appropriate security requirements templates implied by existing functional requirements
321,Symbolic Model Checking of Product-Line Requirements Using SAT-Based Methods,"Shoham Ben-David, Baruch Sterin, Joanne M. Atlee, Sandy Beidu",ICSE,2015,10,Academic,No,A method for the efficient model-based verification of product line requirements in order to detect and correct requirement errors early.
322,Rule-based extraction of goal-use case models from text,"Tuong Huan Nguyen, John C. Grundy, Mohamed Almorsy",ESEC/FSE,2015,10,Academic,No,A method for automatically extracting goal and use case models from natural language requirements documents in order to support further analysis of the extracted models.
323,Metrics for the evaluation of feature models in an industrial context: a case study at Opel,"Oliinyk, O.; Petersen, K.; Schoelzke, M.; Becker, M.; Schneickert, S.",REFSQ,2015,15,Mixed,No,A case study for identifying metrics that evaluate feature models in order to quantify the success of feature models in practice.
324,From Stakeholder Requirements to Formal Specifications Through Refinement,"Feng-Lin Li; Horkoff, J.; Borgida, A.; Guizzardi, G.; Lin Liu; Mylopoulos, J.",REFSQ,2015,16,Academic,No,A method for transforming informal requirements into formal ones in order to reduce requirements defects.
325,The emerging requirement for digital addiction labels,"Ali, R.; Nan Jiang; Phalp, K.; Muir, S.; McAlaney, J.",REFSQ,2015,15,Academic,No,An industrial study using interviews and surveys for investigating the design of Digital Addiction labels in order to meet ethical and professional requirements.
326,Embedding Stakeholder Values in the Requirements Engineering Process,"Harbers, M.; Detweiler, C.; Neerincx, M.A.",REFSQ,2015,14,Mixed,No,A workshop-based industrial study on the usability of user stories in order to embed human values in the requirements engineering process.
327,Estimating the Implementation Risk of Requirements in Agile Software Development Projects with Traceability Metrics,"Rempel, P.; Ma¨der, P.",REFSQ,2015,16,Academic,No,A set of metrics for assessing and quantifying requirement relations in agile development in order to estimate implementation risk of requirements. 
328,Challenges of the customer organization's requirements engineering process in the outsourced environment - a case study,"Hiisila¨, H.; Kauppinen, M.; Kujala, S.",REFSQ,2015,15,Academic,No,A case study on the customer challenges and demands on requirements engineering processes in order to bring the customer perspective into outsourced projects.
329,The Role of Catalogues of Threats and Security Controls in Security Risk Assessment: An Empirical Study with ATM Professionals,"Gramatica, M.; Labunets, K.; Massacci, F.; Paci, F.; Tedeschi, A.",REFSQ,2015,16,Mixed,No,An industrial study using experiments and focus groups for understanding whether the use of catalogs of threats and security controls affects the actual and perceived effectiveness of a security risk assessment method.
330,A Systematic Literature Review of Requirements Prioritization Criteria,"Riegel, N.; Doerr, J.",REFSQ,2015,17,Academic,No,A literature study for identifying and categorizing prioritization criteria in order to customize prioritization criteria to a particular project situation.
331,A case study evaluation of the guideline-supported QUPER model for elicitation of quality requirements,"Berntsson Svensson, R.; Regnell, B.",REFSQ,2015,16,Academic,No,A case study for evaluating a particular approach to release planning in order to reach the market as early as possible with a competitive level of quality.
332,Analyzing and Enforcing Security Mechanisms on Requirements Specifications,"Tong Li; Horkoff, J.; Mylopoulos, J.",REFSQ,2015,16,Academic,No,A method for analyzing and enforcing security mechanisms on system requirements in order to precisely capture the impact of security in the system.
333,Supporting the Validation of Adequacy in Requirements-Based Hazard Mitigations,"Tenbergen, B.; Weyer, T.; Pohl, K.",REFSQ,2015,15,Academic,No,A method for integrating several types of contextual information into a diagrammatic representation in order to improve the validation of functional safety requirements.
334,Experimental Validation of a Risk Assessment Method,"Vriezekolk, E.; Etalle, S.; Wieringa, R.",REFSQ,2015,15,Mixed,No,An experiment with students for assessing an existing availability risk assessment method in order to improve its reliability.
335,Consonance between economic and it services: finding the balance between conflicting requirements,"Razavian, M.; Gordijn, J.",REFSQ,2015,15,Academic,No,A method for the mutual adjustment of conflicting requirements between business and IT perspectives in order to get seamless alignment between these two perspectives.
336,Modeling and Reasoning About Information Quality Requirements,"Gharib, M.; Giorgini, P.",REFSQ,2015,15,Academic,No,A method for modeling and reasoning about information quality at requirements level in order to avoid low-quality information for critical systems.
337,Towards More Efficient Requirements Formalization: a study,"Wenbin Li; Hayes, J.H.; Truszczyn´ski, M.",REFSQ,2015,16,Academic,No,A method for semi-automatically translating natural language requirements into a formal language in order to validate natural language requirements
338,Detecting and Correcting Outdated Requirements in Function-Centered Engineering of Embedded Systems,"Daun, M.; Weyer, T.; Pohl, K.",REFSQ,2015,15,Academic,No,A method for consolidating behavioral requirements and functional design in order to avoid behavioral requirements of the system become outdated.
339,How Artifacts Support and Impede Requirements Communication,"Liskin, O.",REFSQ,2015,15,Academic,No,An interview-based study with practitioners for understanding how practitioners in various roles use requirements artifacts in order to support better requirements communication.
340,User-Constrained Clustering in Online Requirements Forums,"Chuan Duan; Dumitru, H.; Cleland-Huang, J.; Mobasher, B.",REFSQ,2015,15,Academic,No,A method for integrating user feedback involving geographically dispersed stakeholders in order to facilitate forum-based requirements elicitation.
341,Selecting creativity techniques for creative requirements: An evaluation of four techniques using creativity workshops,"Svensson, R.B.; Taghavianfar, M.",RE,2015,10,Academic,No,An experiment with practitioners and students on generating creative ideas and requirements in creativity workshops in order to evaluate the effectiveness of different creativity techniques.
342,Handling knowledge uncertainty in risk-based requirements engineering,"Cailliau, A.; van Lamsweerde, A.",RE,2015,10,Academic,No,A method for managing uncertainty about estimates of likelihoods of obstacles to goal satisfaction in order to facilitate risk-based methods for RE.
343,"Feature lifecycles as they spread, migrate, remain, and die in App Stores","Sarro, F.; Al-Subaihin, A.A.; Harman, M.; Yue Jia; Martin, W.; Yuanyuan Zhang",RE,2015,10,Academic,No,A method for analyzing feature life cycles in app stores in order to help app developers identify trends and find undiscovered requirements.
344,Reuse of architecturally derived Standards Requirements,"Panis, M.C.",RE,2015,9,Industry,Yes,"An experience report on practical realities an organization faces in attempting to reuse requirements, including a requirements reuse process, encountered problems, obtained results, and plans for future improvement of the process."
345,Forging high-quality User Stories: Towards a discipline for Agile Requirements,"Lucassen, G.; Dalpiaz, F.; van der Werf, J.M.E.M.; Brinkkemper, S.",RE,2015,10,Academic,No,A solution for checking 14 quality criteria in user stories that user story writers should strive to conform to in order to turn raw user stories into higher-quality ones.
