PaperID,PaperSummary,Tag
227,An experience report on the use of domain analysis to characterize current practice of applying requirement-based test generation at one industry partner in order to enhance the reuse of test artifacts across different products.,what:phase:management
228,A solution for generating trace links between textual requirements artifacts based on machine learning in order to improve automatic link recovery techniques.,what:challenge:content_traceability
228,A solution for generating trace links between textual requirements artifacts based on machine learning in order to improve automatic link recovery techniques.,what:challenge:process_automation
228,A solution for generating trace links between textual requirements artifacts based on machine learning in order to improve automatic link recovery techniques.,what:challenge:process_improving
228,A solution for generating trace links between textual requirements artifacts based on machine learning in order to improve automatic link recovery techniques.,what:documentation:artifacts
228,A solution for generating trace links between textual requirements artifacts based on machine learning in order to improve automatic link recovery techniques.,what:documentation:naturallanguage
228,A solution for generating trace links between textual requirements artifacts based on machine learning in order to improve automatic link recovery techniques.,what:phase:management
229,An experience report on factors that affect when having solution information in requirements is sensible and when it should be avoided in order to increase the understanding of practitioners.,what:challenge:content_understandability
230,An experience report on the integration of software architecting and decision-making methods in order to select a common service oriented architecture tool that could satisfy the needs of different business units.,what:challenge:process_deciding
230,An experience report on the integration of software architecting and decision-making methods in order to select a common service oriented architecture tool that could satisfy the needs of different business units.,what:information:architecture
231,A method for using defect taxonomies in order to improve requirements reviews and testing.,what:challenge:process_improving
231,A method for using defect taxonomies in order to improve requirements reviews and testing.,what:phase:evaluation
232,A method for metric-based prediction of requirements that are likely to evolve in order to narrow the scope of change analysis to a small set of requirements.,what:phase:management
233,A solution for automatically mapping newly defined system requirements to corresponding system components in order to prevent requirements inconsistencies and help identify further necessary requirements.,what:challenge:content_completeness
233,A solution for automatically mapping newly defined system requirements to corresponding system components in order to prevent requirements inconsistencies and help identify further necessary requirements.,what:challenge:content_consistency
233,A solution for automatically mapping newly defined system requirements to corresponding system components in order to prevent requirements inconsistencies and help identify further necessary requirements.,what:challenge:process_automation
234,A method for mapping natural language policy requirements to a formal representation in order to to reason about conflicting requirements within a single policy and among multiple policies in a data supply chain.,what:documentation:naturallanguage
234,A method for mapping natural language policy requirements to a formal representation in order to to reason about conflicting requirements within a single policy and among multiple policies in a data supply chain.,what:domain:sector_supplier
234,A method for mapping natural language policy requirements to a formal representation in order to to reason about conflicting requirements within a single policy and among multiple policies in a data supply chain.,what:phase:analysis
235,A discussion on the major challenges of reviewing requirements specifications in industry in order to align research activities to add more value for the software industry.,what:phase:specification
236,"A literature review on visual requirements analytics, a field that aims at increased interactivity of requirements visualization in order to lead to actionable decisions",what:challenge:process_deciding
236,"A literature review on visual requirements analytics, a field that aims at increased interactivity of requirements visualization in order to lead to actionable decisions",what:challenge:process_visualization
236,"A literature review on visual requirements analytics, a field that aims at increased interactivity of requirements visualization in order to lead to actionable decisions",what:phase:analysis
237,A multi-case study on the readability of policy documents for requirements engineers and assessing if automated text mining can indicate whether a policy document contains requirements,what:challenge:content_understandability
237,A multi-case study on the readability of policy documents for requirements engineers and assessing if automated text mining can indicate whether a policy document contains requirements,what:challenge:context_regulation
237,A multi-case study on the readability of policy documents for requirements engineers and assessing if automated text mining can indicate whether a policy document contains requirements,what:challenge:process_automation
237,A multi-case study on the readability of policy documents for requirements engineers and assessing if automated text mining can indicate whether a policy document contains requirements,what:documentation:naturallanguage
238,An interview-based study with practitioners on the quality and suitability of a project's traceability strategy in order to identify common problems across traceability strategies and their possible causes.,what:challenge:content_traceability
238,An interview-based study with practitioners on the quality and suitability of a project's traceability strategy in order to identify common problems across traceability strategies and their possible causes.,what:challenge:problem
239,"A data-driven study on requirements artifacts and processes in open source systems, where classical software engineering is not employed in order to identify risks of development failures and consequences for system quality.",what:challenge:context_uncertainty
239,"A data-driven study on requirements artifacts and processes in open source systems, where classical software engineering is not employed in order to identify risks of development failures and consequences for system quality.",what:challenge:failure
239,"A data-driven study on requirements artifacts and processes in open source systems, where classical software engineering is not employed in order to identify risks of development failures and consequences for system quality.",what:documentation:artifacts
240,A project-based study with students on a semi-automatic tool to capture implicit traceability links from requirements to code in order to evaluate the feasibility and practicability.,what:challenge:content_traceability
240,A project-based study with students on a semi-automatic tool to capture implicit traceability links from requirements to code in order to evaluate the feasibility and practicability.,what:challenge:process_automation
241,A case study for validating a tool that automatically checks the conformance of requirements to a given template in order to reduce ambiguity in natural language requirements,what:challenge:content_unambiguousness
241,A case study for validating a tool that automatically checks the conformance of requirements to a given template in order to reduce ambiguity in natural language requirements,what:challenge:process_automation
241,A case study for validating a tool that automatically checks the conformance of requirements to a given template in order to reduce ambiguity in natural language requirements,what:challenge:process_standardization
241,A case study for validating a tool that automatically checks the conformance of requirements to a given template in order to reduce ambiguity in natural language requirements,what:documentation:naturallanguage
241,A case study for validating a tool that automatically checks the conformance of requirements to a given template in order to reduce ambiguity in natural language requirements,what:phase:evaluation
242,An experiment with students for investigating the relationship between time pressure and efficiency in test case development and requirement review,what:phase:evaluation
243,A method for self-adapting the architecture of a software system to the changing requirements and contexts at runtime in order to improve effectiveness and flexibility of adaptation,what:challenge:process_improving
243,A method for self-adapting the architecture of a software system to the changing requirements and contexts at runtime in order to improve effectiveness and flexibility of adaptation,what:phase:management
244,A method for extracting a model showing traces between software artifacts and analysing this model to identify areas of traceability failure,what:challenge:content_traceability
244,A method for extracting a model showing traces between software artifacts and analysing this model to identify areas of traceability failure,what:challenge:failure
244,A method for extracting a model showing traces between software artifacts and analysing this model to identify areas of traceability failure,what:documentation:artifacts
245,An online survey with practitioners and academics on how users and developers from various geographical locations perceive privacy and which concrete measures would mitigate their privacy concerns,what:challenge:people_subjectivity
245,An online survey with practitioners and academics on how users and developers from various geographical locations perceive privacy and which concrete measures would mitigate their privacy concerns,what:information:quality_security
246,A method for extracting and refining privacy requirements for mobile applications from raw data gathered through empirical studies involving end users,what:domain:sector_mobile
246,A method for extracting and refining privacy requirements for mobile applications from raw data gathered through empirical studies involving end users,what:information:quality_security
247,A method for describing uncertainty about the impact of design alternatives on stakeholders' goals and calculate the consequences of such uncertainty,what:challenge:context_uncertainty
247,A method for describing uncertainty about the impact of design alternatives on stakeholders' goals and calculate the consequences of such uncertainty,what:information:goals
248,An experiment with students on the effects of present customer desires as requirements or as ideas on design creativity,what:challenge:people_skills
248,An experiment with students on the effects of present customer desires as requirements or as ideas on design creativity,what:challenge:people_subjectivity
249,A method for deriving structured requirements models in the form of process diagrams and ontologies from textual use case requirements,what:documentation:diagrams
249,A method for deriving structured requirements models in the form of process diagrams and ontologies from textual use case requirements,what:documentation:naturallanguage
249,A method for deriving structured requirements models in the form of process diagrams and ontologies from textual use case requirements,what:documentation:usecases
250,A case study on the use of issue tickets generated by stakeholders' requests to track requirements evolution for a large-scale system,what:phase:management
251,"A framework for allowing requirements engineers and non-technical stakeholders to perform model checking during elicitation, analysis and verification of system requirements",what:phase:analysis
251,"A framework for allowing requirements engineers and non-technical stakeholders to perform model checking during elicitation, analysis and verification of system requirements",what:phase:elicitation
251,"A framework for allowing requirements engineers and non-technical stakeholders to perform model checking during elicitation, analysis and verification of system requirements",what:phase:evaluation
252,An experience report for presenting and comparing examples of various approaches to teaching RE in order to inspire instructors to seek additional learning approaches.,what:challenge:people_skills
253,"A online survey with researchers and academics for identifying benefits, domain areas, and challenges for social adaptation.",what:challenge:people_subjectivity
254,A method for systematically managing obstacles and refining compliance goals in order to support the elaboration of compliance requirements.,what:challenge:context_regulation
255,A method for detecting inconsistencies in temporal constraints in order to verify the consistency of temporal requirements,what:challenge:content_consistency
255,A method for detecting inconsistencies in temporal constraints in order to verify the consistency of temporal requirements,what:phase:evaluation
256,A model for capturing and representing traceability in order to provide safety evidence on safety-critical systems,what:challenge:content_traceability
256,A model for capturing and representing traceability in order to provide safety evidence on safety-critical systems,what:domain:systemclass_safetycritical
256,A model for capturing and representing traceability in order to provide safety evidence on safety-critical systems,what:information:quality_safety
257,A method for comparing the results of multiple priority-based decision heuristics in order to identify the best heuristics for deciding which requirements should be refined/elaborated first.,what:challenge:process_deciding
257,A method for comparing the results of multiple priority-based decision heuristics in order to identify the best heuristics for deciding which requirements should be refined/elaborated first.,what:challenge:process_prioritization
258,A method for weaving the feedback from the runtime system into requirements documents in order to keep development time and runtime requirement models consistent,what:challenge:content_consistency
258,A method for weaving the feedback from the runtime system into requirements documents in order to keep development time and runtime requirement models consistent,what:phase:management
259,An experiment with students for exploring the effect of collaborative interactions between clients and analysts in the process of requirements validation.,what:challenge:people_collaboration
259,An experiment with students for exploring the effect of collaborative interactions between clients and analysts in the process of requirements validation.,what:phase:evaluation
260,An experience report for identifying understandability issues of formal specifications and providing writing style guidelines in order to make formal specifications understandable.,what:challenge:content_understandability
260,An experience report for identifying understandability issues of formal specifications and providing writing style guidelines in order to make formal specifications understandable.,what:challenge:process_formalization
261,"A method for acquiring, modeling and analyzing regulatory requirements in order to conform to regulations on safety-critical system.",what:challenge:context_regulation
261,"A method for acquiring, modeling and analyzing regulatory requirements in order to conform to regulations on safety-critical system.",what:domain:systemclass_safetycritical
262,An interview-based study for understanding current practices of user-developer communication in IT projects in order to identify issues and enhance user-developer communication.,what:challenge:people_communication
263,An online survey with practitioners for identifying causal relationships between requirements elicitation issues and project performance in order to strengthen the execution of RE activities and reduce risk on project performance,what:challenge:context_uncertainty
263,An online survey with practitioners for identifying causal relationships between requirements elicitation issues and project performance in order to strengthen the execution of RE activities and reduce risk on project performance,what:phase:elicitation
264,An interview-based study with practitioners for understanding how the game industry applies RE in practice,what:domain:sector_media
265,A method for identifying unwanted interaction between requirements in order to address the diverse interests of different stakeholders in a coherent way,what:challenge:people_subjectivity
265,A method for identifying unwanted interaction between requirements in order to address the diverse interests of different stakeholders in a coherent way,what:phase:analysis
266,A case study for comparing different approaches to categorization of natural language requirements in order to understand the best way to achieve effective communication and prioritization,what:challenge:people_communication
266,A case study for comparing different approaches to categorization of natural language requirements in order to understand the best way to achieve effective communication and prioritization,what:challenge:process_prioritization
266,A case study for comparing different approaches to categorization of natural language requirements in order to understand the best way to achieve effective communication and prioritization,what:documentation:naturallanguage
267,A method for transforming requirements for service-based systems to QoS-aware choreography specification in order to deliver more adaptive software systems,what:phase:specification
268,A method for measuring and improving the completeness of natural language requirements with respect to the input documents in order to include all the relevant information from these documents,what:challenge:content_completeness
268,A method for measuring and improving the completeness of natural language requirements with respect to the input documents in order to include all the relevant information from these documents,what:challenge:process_improving
268,A method for measuring and improving the completeness of natural language requirements with respect to the input documents in order to include all the relevant information from these documents,what:documentation:naturallanguage
269,A literature study for identifying and categorizing research in self-adaptive systems requirements modeling and analysis,what:domain:systemclass_adaptive
269,A literature study for identifying and categorizing research in self-adaptive systems requirements modeling and analysis,what:general:research
270,A method for resolving exceptional conditions that may obstruct the behavioral goals of the target system in order to progress towards a more complete model of stakeholder goals.,what:information:goals
271,An experience report on the adoption of a persona-centric requirements framework in order to show its ability to quantify user experience.,what:general:framework
272,A case study on collaboration networks between small and medium-sized software companies in order to investigate the impact to software product management and requirements engineering practices.,what:challenge:people_collaboration
273,A case study on a protocol for deriving functional safety requirements from Fault Tree Analysis results in order to increase the safety of critical systems.,what:domain:systemclass_safetycritical
273,A case study on a protocol for deriving functional safety requirements from Fault Tree Analysis results in order to increase the safety of critical systems.,what:information:quality_safety
274,A case study on requirements engineering in open commercial development models describing the flow of product requirements information through the ecosystem,what:information:functional
275,A method for specifying and validating feature-oriented requirement models in order to avoid behavioral inconsistencies between features.,what:challenge:content_consistency
275,A method for specifying and validating feature-oriented requirement models in order to avoid behavioral inconsistencies between features.,what:documentation:featuremodels
275,A method for specifying and validating feature-oriented requirement models in order to avoid behavioral inconsistencies between features.,what:phase:evaluation
275,A method for specifying and validating feature-oriented requirement models in order to avoid behavioral inconsistencies between features.,what:phase:specification
276,A method for finding suitable trade-offs and priorities when complying with multiple regulations while at the same time trying to meet business objectives.,what:challenge:context_regulation
276,A method for finding suitable trade-offs and priorities when complying with multiple regulations while at the same time trying to meet business objectives.,what:challenge:process_prioritization
277,"A solution for automatically filtering, aggregating, and analyzing user reviews to systematically analyze user opinions about single features",what:challenge:people_subjectivity
277,"A solution for automatically filtering, aggregating, and analyzing user reviews to systematically analyze user opinions about single features",what:challenge:process_automation
278,A case study on the transformation of a set of natural language functional requirements to a semi-formal pattern notation in order to investigate the applicability of this process in the automotive domain.,what:documentation:naturallanguage
278,A case study on the transformation of a set of natural language functional requirements to a semi-formal pattern notation in order to investigate the applicability of this process in the automotive domain.,what:domain:sector_automotive
278,A case study on the transformation of a set of natural language functional requirements to a semi-formal pattern notation in order to investigate the applicability of this process in the automotive domain.,what:information:functional
279,A method for representing requirements and conflicts as a jigsaw puzzle in stakeholder meetings in order to improve commitment of stakeholders in co-authoring of requirements and co-responsibility in conflict handling,what:challenge:people_collaboration
279,A method for representing requirements and conflicts as a jigsaw puzzle in stakeholder meetings in order to improve commitment of stakeholders in co-authoring of requirements and co-responsibility in conflict handling,what:challenge:people_communication
279,A method for representing requirements and conflicts as a jigsaw puzzle in stakeholder meetings in order to improve commitment of stakeholders in co-authoring of requirements and co-responsibility in conflict handling,what:challenge:process_improving
280,A solution for automatically detecting cross references in legal documents and linking them to the target provisions in order to improve the elaboration of compliance requirements.,what:challenge:content_traceability
280,A solution for automatically detecting cross references in legal documents and linking them to the target provisions in order to improve the elaboration of compliance requirements.,what:challenge:context_regulation
280,A solution for automatically detecting cross references in legal documents and linking them to the target provisions in order to improve the elaboration of compliance requirements.,what:challenge:process_automation
280,A solution for automatically detecting cross references in legal documents and linking them to the target provisions in order to improve the elaboration of compliance requirements.,what:challenge:process_improving
281,A method for requirements discovery for health care systems in order to increase the acceptance by the target user community.,what:domain:sector_health
281,A method for requirements discovery for health care systems in order to increase the acceptance by the target user community.,what:phase:elicitation
282,A method for selecting the most appropriate security requirements pattern in order to decrease the time spent in the requirements elicitation process and improve the quality of the product.,what:information:quality_security
282,A method for selecting the most appropriate security requirements pattern in order to decrease the time spent in the requirements elicitation process and improve the quality of the product.,what:phase:elicitation
283,An interview-based study on how game developers reason about gameplay requirements and handle them in their projects in order to improve the elicitation and validation of gameplay requirements.,what:challenge:process_improving
283,An interview-based study on how game developers reason about gameplay requirements and handle them in their projects in order to improve the elicitation and validation of gameplay requirements.,what:domain:sector_media
283,An interview-based study on how game developers reason about gameplay requirements and handle them in their projects in order to improve the elicitation and validation of gameplay requirements.,what:phase:elicitation
283,An interview-based study on how game developers reason about gameplay requirements and handle them in their projects in order to improve the elicitation and validation of gameplay requirements.,what:phase:evaluation
284,A method for requirements elicitation based on interactions of autonomous parties and the participants' social relationships in order to improve the requirements engineering for sociotechnical systems,what:challenge:people_collaboration
284,A method for requirements elicitation based on interactions of autonomous parties and the participants' social relationships in order to improve the requirements engineering for sociotechnical systems,what:challenge:process_improving
284,A method for requirements elicitation based on interactions of autonomous parties and the participants' social relationships in order to improve the requirements engineering for sociotechnical systems,what:phase:elicitation
285,An experience report on the use of a method for discovering customer requirements to configure an off-the-shelf software package.,what:phase:elicitation
286,A solution for automatically identifying security-relevant sentences in natural language requirements and translating them into functional security requirements in order to strengthen the overall security of the system.,what:challenge:process_automation
286,A solution for automatically identifying security-relevant sentences in natural language requirements and translating them into functional security requirements in order to strengthen the overall security of the system.,what:documentation:naturallanguage
286,A solution for automatically identifying security-relevant sentences in natural language requirements and translating them into functional security requirements in order to strengthen the overall security of the system.,what:information:functional
286,A solution for automatically identifying security-relevant sentences in natural language requirements and translating them into functional security requirements in order to strengthen the overall security of the system.,what:information:quality_security
287,"A method for estimating the size of an application previous to its requirements specification by using the application language itself, captured by a lexicon in order to get estimations earlier.",what:phase:specification
288,A solution for extracting familiar ideas from the documented requirements and stakeholders' comments and automatically obtaining unfamiliar idea combinations in order to generate innovative requirements.,what:challenge:process_automation
288,A solution for extracting familiar ideas from the documented requirements and stakeholders' comments and automatically obtaining unfamiliar idea combinations in order to generate innovative requirements.,what:phase:elicitation
289,"An interview-based study on how practitioners understand, capture, and use business rules in order to describe constraints in a domain.",what:information:rules
290,A case study on the requirement elicitation for a recommender system that supports therapists in selecting motion-based video games to treat patients with brain injuries.,what:domain:sector_health
290,A case study on the requirement elicitation for a recommender system that supports therapists in selecting motion-based video games to treat patients with brain injuries.,what:domain:sector_media
290,A case study on the requirement elicitation for a recommender system that supports therapists in selecting motion-based video games to treat patients with brain injuries.,what:phase:elicitation
291,A method for eliciting quality-impact relationships and using them to specify quality requirements in order to achieve good-enough quality.,what:information:quality_all
291,A method for eliciting quality-impact relationships and using them to specify quality requirements in order to achieve good-enough quality.,what:phase:elicitation
291,A method for eliciting quality-impact relationships and using them to specify quality requirements in order to achieve good-enough quality.,what:phase:specification
292,"A method for visualizing how IT impacts are linked to business value, and how much and when value is realised in order to evaluate IT business value on a company level.",what:challenge:process_visualization
293,"An experience report on a system provider/sub-contractor collaboration centered around design-level requirements in order to report lessons learned regarding requirements representations, requirements tools, and cooperation process.",what:challenge:people_collaboration
293,"An experience report on a system provider/sub-contractor collaboration centered around design-level requirements in order to report lessons learned regarding requirements representations, requirements tools, and cooperation process.",what:phase:specification
294,A solution for combining adaptation decisions based on goals with past experiences of successful adaptations in order to improve adaptation effectiveness and overall system quality.,what:challenge:process_improving
294,A solution for combining adaptation decisions based on goals with past experiences of successful adaptations in order to improve adaptation effectiveness and overall system quality.,what:information:goals
294,A solution for combining adaptation decisions based on goals with past experiences of successful adaptations in order to improve adaptation effectiveness and overall system quality.,what:phase:management
295,A method for analyzing goal satisfaction resulting from resolved uncertainty in order to support early requirements decision-making in the presence of uncertainty.,what:challenge:context_uncertainty
295,A method for analyzing goal satisfaction resulting from resolved uncertainty in order to support early requirements decision-making in the presence of uncertainty.,what:challenge:process_deciding
295,A method for analyzing goal satisfaction resulting from resolved uncertainty in order to support early requirements decision-making in the presence of uncertainty.,what:information:goals
296,A solution for exploiting the information contained in previously defined trace links in order to facilitate the creation and ongoing maintenance of trace links as the requirements evolve.,what:challenge:content_traceability
296,A solution for exploiting the information contained in previously defined trace links in order to facilitate the creation and ongoing maintenance of trace links as the requirements evolve.,what:phase:management
297,A method for assessing the quality of RE processes and artifacts in a company in order to identify issues and potential improvements,what:challenge:process_improving
297,A method for assessing the quality of RE processes and artifacts in a company in order to identify issues and potential improvements,what:documentation:artifacts
298,An experience report on using goal modelling to incorporate sustainability into the procurement system of a large multinational energy company in order to evaluate the suitability of the technique for such a purpose,what:documentation:goalmodels
298,An experience report on using goal modelling to incorporate sustainability into the procurement system of a large multinational energy company in order to evaluate the suitability of the technique for such a purpose,what:domain:sector_energy
298,An experience report on using goal modelling to incorporate sustainability into the procurement system of a large multinational energy company in order to evaluate the suitability of the technique for such a purpose,what:information:goals
298,An experience report on using goal modelling to incorporate sustainability into the procurement system of a large multinational energy company in order to evaluate the suitability of the technique for such a purpose,what:information:quality_sustainability
299,"A method for detecting vulnerabilities in requirements of long-living software systems based on reported security incidents in order to keep long-living systems ""up-to-date"" with respect to security.",what:information:quality_security
299,"A method for detecting vulnerabilities in requirements of long-living software systems based on reported security incidents in order to keep long-living systems ""up-to-date"" with respect to security.",what:phase:management
300,An experience report on applying a combination of RE methods to elicit performance requirements in an existing system from the process automation domain in order to improve performance testing.,what:challenge:process_automation
300,An experience report on applying a combination of RE methods to elicit performance requirements in an existing system from the process automation domain in order to improve performance testing.,what:challenge:process_improving
300,An experience report on applying a combination of RE methods to elicit performance requirements in an existing system from the process automation domain in order to improve performance testing.,what:information:quality_performance
300,An experience report on applying a combination of RE methods to elicit performance requirements in an existing system from the process automation domain in order to improve performance testing.,what:phase:elicitation
300,An experience report on applying a combination of RE methods to elicit performance requirements in an existing system from the process automation domain in order to improve performance testing.,what:phase:evaluation
301,A study based on experiments with crowd workers on extracting requirements from natural language text sources by untrained workers in order to evaluate the cost and quality of crowdsourcing RE tasks.,what:challenge:people_skills
301,A study based on experiments with crowd workers on extracting requirements from natural language text sources by untrained workers in order to evaluate the cost and quality of crowdsourcing RE tasks.,what:documentation:naturallanguage
302,A data-driven study on the use of a requirements inspection methodology in more than 140 projects in order to discover correlations between requirements specification quality and project costs or product quality.,what:phase:evaluation
302,A data-driven study on the use of a requirements inspection methodology in more than 140 projects in order to discover correlations between requirements specification quality and project costs or product quality.,what:phase:specification
303,A method for identifying ambiguity in legal texts in order to prevent software engineers from implementing software that does not comply with the regulations.,what:challenge:content_unambiguousness
303,A method for identifying ambiguity in legal texts in order to prevent software engineers from implementing software that does not comply with the regulations.,what:challenge:context_regulation
303,A method for identifying ambiguity in legal texts in order to prevent software engineers from implementing software that does not comply with the regulations.,what:documentation:naturallanguage
304,"A modeling language for defining non-functional requirements (NFRs) based on the fulfillment of other requirements in order to specify unambiguous, de-idealized, and measurable NFRs.",what:challenge:content_unambiguousness
304,"A modeling language for defining non-functional requirements (NFRs) based on the fulfillment of other requirements in order to specify unambiguous, de-idealized, and measurable NFRs.",what:information:quality_all
304,"A modeling language for defining non-functional requirements (NFRs) based on the fulfillment of other requirements in order to specify unambiguous, de-idealized, and measurable NFRs.",what:phase:specification
305,A method for capturing the uncertainty of feature evolution in feature models in order to decide which features to implement next.,what:challenge:context_uncertainty
305,A method for capturing the uncertainty of feature evolution in feature models in order to decide which features to implement next.,what:challenge:process_deciding
305,A method for capturing the uncertainty of feature evolution in feature models in order to decide which features to implement next.,what:challenge:process_prioritization
305,A method for capturing the uncertainty of feature evolution in feature models in order to decide which features to implement next.,what:documentation:featuremodels
305,A method for capturing the uncertainty of feature evolution in feature models in order to decide which features to implement next.,what:phase:management
306,A method for locating where software should be refactored and which refactorings should be applied in order to fulfil unsatisfied stakeholder goals.,what:challenge:failure
306,A method for locating where software should be refactored and which refactorings should be applied in order to fulfil unsatisfied stakeholder goals.,what:information:goals
306,A method for locating where software should be refactored and which refactorings should be applied in order to fulfil unsatisfied stakeholder goals.,what:phase:management
307,A solution for writing or speaking trace queries in natural language in order to lower the barrier for utilizing trace data.,what:challenge:content_traceability
307,A solution for writing or speaking trace queries in natural language in order to lower the barrier for utilizing trace data.,what:documentation:naturallanguage
308,An experience report on representing and reusing product knowledge for product customization in order to identify requirements for product variants.,what:phase:management
309,"A solution for automatic extraction and modeling of quality concerns from textual documents such as requirements, feature requests, and online forums in order to elicit quality requirements",what:challenge:process_automation
309,"A solution for automatic extraction and modeling of quality concerns from textual documents such as requirements, feature requests, and online forums in order to elicit quality requirements",what:documentation:naturallanguage
309,"A solution for automatic extraction and modeling of quality concerns from textual documents such as requirements, feature requests, and online forums in order to elicit quality requirements",what:information:quality_all
309,"A solution for automatic extraction and modeling of quality concerns from textual documents such as requirements, feature requests, and online forums in order to elicit quality requirements",what:phase:elicitation
310,A case study on the use of a tool for specifying requirements based on two types of knowledge-reuse artifacts in order to evaluate the effects on requirements ambiguity and inconsistency.,what:challenge:content_consistency
310,A case study on the use of a tool for specifying requirements based on two types of knowledge-reuse artifacts in order to evaluate the effects on requirements ambiguity and inconsistency.,what:challenge:content_unambiguousness
310,A case study on the use of a tool for specifying requirements based on two types of knowledge-reuse artifacts in order to evaluate the effects on requirements ambiguity and inconsistency.,what:challenge:process_standardization
310,A case study on the use of a tool for specifying requirements based on two types of knowledge-reuse artifacts in order to evaluate the effects on requirements ambiguity and inconsistency.,what:documentation:artifacts
310,A case study on the use of a tool for specifying requirements based on two types of knowledge-reuse artifacts in order to evaluate the effects on requirements ambiguity and inconsistency.,what:phase:management
310,A case study on the use of a tool for specifying requirements based on two types of knowledge-reuse artifacts in order to evaluate the effects on requirements ambiguity and inconsistency.,what:phase:specification
311,An experience report on eliciting user requirements with a non-standard user population: visually impaired users.,what:challenge:people_skills
311,An experience report on eliciting user requirements with a non-standard user population: visually impaired users.,what:phase:elicitation
312,A solution for identifying violations of security requirements that may be caused by topological changes of the environment and selecting security controls that prevent such violations.,what:information:quality_security
312,A solution for identifying violations of security requirements that may be caused by topological changes of the environment and selecting security controls that prevent such violations.,what:phase:management
313,"An online survey on the ability of laypersons, technical professionals, and legal experts to judge the similarity between legal coverage conditions and requirements.",what:challenge:context_regulation
313,"An online survey on the ability of laypersons, technical professionals, and legal experts to judge the similarity between legal coverage conditions and requirements.",what:challenge:people_skills
314,An experiment with students for determining whether practicing mindfulness for four weeks enhances conceptual modelling skills in order to improve professional performance of software engineers,what:challenge:people_skills
314,An experiment with students for determining whether practicing mindfulness for four weeks enhances conceptual modelling skills in order to improve professional performance of software engineers,what:challenge:process_improving
315,"An interview-based study with practitioners for understanding how software architects working on large, distributed projects are involved in engineering quality requirements.",what:domain:organization_distributed
315,"An interview-based study with practitioners for understanding how software architects working on large, distributed projects are involved in engineering quality requirements.",what:information:quality_all
316,An online survey with practitioners and academics for validating the acceptance and impact of an approach based on artifacts and scenarios,what:documentation:artifacts
316,An online survey with practitioners and academics for validating the acceptance and impact of an approach based on artifacts and scenarios,what:information:scenarios
317,A case study for validating a technique for clustering keywords extracted from natural-language requirements in order to support the automatic construction of project glossaries,what:challenge:process_automation
317,A case study for validating a technique for clustering keywords extracted from natural-language requirements in order to support the automatic construction of project glossaries,what:documentation:naturallanguage
318,A case study for including quality requirements in a software release planning technique in order to demonstrate the benefits in terms of release time and product scope,what:information:quality_all
318,A case study for including quality requirements in a software release planning technique in order to demonstrate the benefits in terms of release time and product scope,what:phase:management
319,An experience report on the use of a lean methodology to identify security requirements in order to integrate them in the software production cycle,what:domain:organization_lean
319,An experience report on the use of a lean methodology to identify security requirements in order to integrate them in the software production cycle,what:information:quality_security
320,An experiment with students for assessing a technique that automatically suggests appropriate security requirements templates implied by existing functional requirements,what:challenge:process_automation
320,An experiment with students for assessing a technique that automatically suggests appropriate security requirements templates implied by existing functional requirements,what:challenge:process_standardization
